,fraud,delivery_method,fb_published,ticket_type_length,gross_profits_dummie,channels,user_type,sale_duration2
98,False,1.0,0,False,0,11,3,3
99,False,0.0,0,False,2,8,4,46
100,False,1.0,0,False,3,5,3,22
101,False,1.0,1,False,4,11,1,113
102,False,0.0,1,False,3,11,3,28
103,False,0.0,0,False,2,6,3,41
104,False,0.0,0,False,1,5,1,10
105,False,1.0,0,False,4,11,4,49
106,False,0.0,0,False,3,8,4,38
107,False,1.0,1,False,2,11,3,25
108,False,1.0,0,False,2,5,1,30
109,False,1.0,1,False,3,5,3,35
110,False,1.0,1,False,3,6,3,270
111,False,0.0,0,False,2,8,3,57
112,False,0.0,0,False,1,0,3,15
113,False,0.0,0,False,2,5,3,26
114,False,0.0,1,False,2,8,3,147
115,False,0.0,0,False,2,5,3,13
116,False,0.0,0,False,4,11,3,16
117,False,0.0,0,False,2,0,4,30
118,False,1.0,0,False,4,11,3,99
119,False,0.0,0,False,4,11,4,39
120,False,1.0,0,False,4,8,3,15
121,False,0.0,0,False,2,0,3,15
122,False,1.0,0,False,4,11,3,55
123,False,1.0,0,False,3,6,3,25
124,False,0.0,0,False,4,12,3,143
125,False,0.0,0,False,4,11,3,44
126,False,1.0,0,False,2,8,3,27
127,False,1.0,0,False,4,11,3,87
128,True,0.0,0,False,4,0,1,9
129,False,0.0,0,False,1,8,3,21
130,True,0.0,0,False,2,6,3,0
131,True,0.0,0,False,4,11,1,4
132,False,1.0,0,False,4,11,4,41
133,False,0.0,0,False,2,8,3,0
134,False,1.0,0,False,3,5,3,65
135,False,1.0,0,False,3,11,3,79
136,False,0.0,0,False,0,11,4,10
137,False,0.0,0,False,1,8,3,70
138,False,1.0,0,False,2,0,3,64
139,False,0.0,0,False,4,5,1,29
140,True,0.0,0,False,3,6,3,1
141,False,1.0,0,False,4,6,3,116
142,False,0.0,0,False,2,4,4,42
143,False,1.0,0,False,4,10,3,83
144,True,0.0,0,False,3,13,1,5
145,False,0.0,1,False,4,8,3,189
146,False,0.0,0,False,2,5,3,16
147,False,0.0,0,False,1,8,3,28
148,False,1.0,0,False,4,11,3,56
149,True,0.0,0,False,0,5,1,0
150,False,0.0,1,False,3,5,4,22
151,False,1.0,1,False,3,11,4,18
152,False,0.0,0,False,4,8,3,-37
153,False,0.0,1,False,2,5,3,22
154,False,0.0,0,False,4,0,4,0
155,False,1.0,0,False,2,0,3,19
156,False,0.0,0,False,3,6,3,19
157,False,0.0,0,False,3,6,3,21
158,False,0.0,0,False,2,4,1,153
159,False,1.0,0,False,1,8,3,190
160,False,1.0,0,False,2,8,3,212
161,True,0.0,0,False,1,5,1,11
162,False,0.0,0,False,0,0,4,40
163,False,1.0,0,False,4,11,3,145
164,False,1.0,0,False,1,8,3,38
165,False,1.0,0,False,4,11,3,178
166,False,1.0,1,False,4,8,3,115
167,False,1.0,0,False,3,6,3,54
168,False,0.0,1,False,2,0,3,4
169,False,0.0,1,False,3,5,3,39
170,False,0.0,0,False,3,8,3,23
171,False,0.0,1,False,1,5,3,12
172,False,0.0,0,False,2,5,1,186
173,False,0.0,0,False,1,4,3,19
174,False,1.0,0,False,4,11,4,157
175,False,1.0,0,False,4,0,3,78
176,False,1.0,0,False,2,0,3,0
177,True,0.0,0,False,0,5,1,1
178,False,0.0,0,False,4,11,4,15
179,False,0.0,0,False,4,5,1,72
180,False,1.0,0,False,3,11,3,98
181,True,0.0,0,False,0,6,1,5
182,False,0.0,0,False,1,10,4,5
183,True,0.0,0,False,3,12,1,1
184,False,1.0,0,False,2,5,3,25
185,False,0.0,0,False,3,8,1,41
186,False,0.0,0,False,3,13,3,155
187,True,1.0,0,False,0,8,1,153
188,False,0.0,0,False,2,5,1,21
189,False,0.0,0,False,2,8,3,80
190,False,1.0,1,False,4,8,1,67
191,False,1.0,1,False,4,11,4,128
192,False,1.0,0,False,4,11,3,114
193,False,1.0,0,False,4,8,3,3
194,False,0.0,0,False,2,5,4,21
195,False,0.0,0,False,3,5,1,7
196,False,0.0,0,False,4,0,3,116
197,False,0.0,0,False,3,10,4,9
198,False,0.0,0,False,3,0,3,19
199,False,0.0,0,False,4,11,3,78
200,False,1.0,0,False,4,8,3,48
201,False,1.0,0,False,2,8,3,89
202,True,0.0,0,False,0,5,1,1
203,False,0.0,0,False,2,8,4,46
204,False,0.0,0,False,2,8,3,26
205,False,1.0,1,False,4,6,3,36
206,True,0.0,0,False,4,13,4,0
207,False,1.0,1,False,3,5,3,15
208,False,1.0,1,False,4,11,3,55
209,False,0.0,0,False,1,10,3,84
210,False,0.0,0,False,1,11,4,27
211,False,0.0,0,False,1,5,4,24
212,True,0.0,0,False,0,5,1,87
213,False,1.0,0,False,4,0,4,59
214,False,1.0,0,False,3,8,3,64
215,False,0.0,0,False,3,0,1,17
216,False,1.0,0,False,0,8,4,152
217,False,0.0,0,False,4,0,3,40
218,False,0.0,0,False,4,8,3,63
219,True,0.0,0,False,0,11,1,20
220,False,0.0,0,False,3,6,3,24
221,False,1.0,0,False,1,6,1,9
222,False,1.0,0,False,2,8,3,39
223,False,1.0,0,False,4,11,4,39
224,False,1.0,0,False,3,8,3,85
225,False,1.0,0,False,1,8,3,28
226,False,1.0,0,False,4,8,3,16
227,False,0.0,0,False,2,5,3,58
228,False,0.0,0,False,2,8,1,29
229,False,0.0,0,False,1,6,3,14
230,False,1.0,0,False,3,11,3,30
231,False,0.0,0,False,2,5,4,11
232,False,0.0,0,False,3,11,3,80
233,False,0.0,0,False,2,8,4,29
234,False,1.0,0,False,3,11,4,30
235,False,1.0,0,False,4,8,4,68
236,False,1.0,0,False,3,10,3,12
237,False,0.0,0,False,2,11,4,59
238,False,3.0,0,False,3,8,3,35
239,False,0.0,0,False,1,8,3,9
240,False,1.0,0,False,4,8,3,94
241,False,1.0,0,False,4,8,3,122
242,False,0.0,0,False,2,11,3,8
243,False,0.0,0,False,3,5,4,38
244,False,1.0,0,False,2,5,3,151
245,False,1.0,0,False,2,8,4,13
246,False,0.0,0,False,1,6,3,19
247,False,0.0,0,False,2,0,3,18
248,True,0.0,0,False,0,8,1,40
249,False,0.0,0,False,3,11,1,45
250,True,0.0,0,False,0,5,3,8
251,False,1.0,1,False,4,11,1,178
252,False,1.0,0,False,1,8,4,27
253,False,1.0,0,False,3,8,3,25
254,False,0.0,0,False,3,12,1,37
255,False,0.0,0,False,2,11,3,18
256,False,1.0,0,False,4,8,3,270
257,False,0.0,0,False,4,0,3,2
258,False,1.0,0,False,3,11,3,41
259,True,0.0,0,False,0,0,3,40
260,False,0.0,0,False,4,11,3,30
261,False,1.0,0,False,4,11,3,84
262,True,0.0,0,False,1,0,1,-1094
263,True,0.0,0,False,0,8,1,4
264,False,1.0,1,False,2,8,3,60
265,False,1.0,1,False,4,5,3,30
266,False,0.0,0,False,4,0,3,122
267,False,0.0,0,False,3,5,3,65
268,False,1.0,0,False,3,11,3,61
269,False,0.0,0,False,3,0,4,20
270,False,1.0,0,False,3,8,4,64
271,False,0.0,0,False,2,5,4,16
272,True,0.0,0,False,2,0,1,18
273,False,0.0,0,False,4,6,1,34
274,False,1.0,0,False,3,10,1,81
275,True,0.0,0,False,0,0,3,0
276,False,1.0,1,False,1,6,3,104
277,False,0.0,0,False,3,8,3,40
278,False,0.0,1,False,4,11,3,278
279,False,1.0,0,False,3,5,4,161
280,False,1.0,0,False,3,6,4,43
281,False,1.0,0,False,3,8,3,247
282,False,1.0,1,False,4,5,3,55
283,False,1.0,0,False,3,6,3,25
284,False,0.0,0,False,4,6,1,70
285,False,0.0,0,False,0,11,3,41
286,False,1.0,0,False,1,0,3,11
287,False,1.0,0,False,1,5,3,63
288,False,1.0,0,False,1,8,3,19
289,True,0.0,0,True,0,0,1,40
290,False,0.0,0,False,3,8,3,30
291,False,1.0,0,False,3,6,3,0
292,False,0.0,0,False,3,0,3,54
293,False,0.0,0,False,2,6,3,13
294,False,1.0,1,False,4,11,3,37
295,False,0.0,0,False,3,6,1,15
296,True,0.0,0,False,0,5,1,10
297,False,0.0,0,False,3,8,3,52
298,False,0.0,0,False,1,5,4,15
299,False,1.0,0,False,3,6,3,3
300,False,1.0,0,False,4,8,4,105
301,False,0.0,0,False,4,5,4,27
302,False,0.0,0,False,2,0,4,4
303,False,0.0,0,False,4,5,1,254
304,False,1.0,0,False,2,0,1,94
305,False,1.0,0,False,4,6,1,80
306,False,0.0,0,False,3,12,3,92
307,True,0.0,0,False,0,0,3,6
308,False,1.0,0,False,4,0,1,64
309,False,1.0,0,False,4,8,1,124
310,False,0.0,0,False,2,8,3,86
311,False,1.0,0,False,2,5,4,34
312,False,1.0,0,False,4,5,3,135
313,False,0.0,0,False,3,8,3,75
314,False,0.0,1,False,4,11,1,71
315,False,0.0,0,False,2,0,4,31
316,False,0.0,0,False,3,5,1,44
317,False,0.0,0,False,0,0,1,1
318,True,0.0,0,False,2,6,1,13
319,False,0.0,0,False,2,0,1,125
320,False,0.0,0,False,2,0,1,126
321,False,1.0,0,False,3,8,3,38
322,False,0.0,0,False,4,11,3,37
323,True,0.0,0,False,0,5,1,2
324,False,0.0,0,False,4,0,4,20
325,False,1.0,0,False,4,5,3,51
326,False,1.0,0,False,2,5,3,27
327,False,0.0,0,False,2,8,3,45
328,False,0.0,0,False,0,12,3,72
329,False,1.0,0,False,3,0,3,87
330,True,0.0,0,False,0,0,1,40
331,False,1.0,0,False,1,5,3,16
332,False,1.0,0,False,3,6,3,20
333,False,1.0,0,False,1,6,3,43
334,False,1.0,0,False,3,6,3,36
335,False,1.0,0,False,2,0,4,21
336,False,1.0,0,False,3,8,4,13
337,False,0.0,0,False,2,12,3,2
338,False,1.0,0,False,4,5,3,58
339,False,1.0,0,False,3,11,1,33
340,False,0.0,0,False,2,6,1,24
341,False,3.0,0,False,3,0,1,66
342,False,1.0,0,False,4,0,3,97
343,False,0.0,0,False,4,5,3,16
344,False,0.0,0,False,3,0,1,102
345,False,1.0,0,False,4,11,1,60
346,False,0.0,0,False,1,0,4,57
347,False,0.0,0,False,4,11,1,182
348,False,0.0,0,False,2,8,3,46
349,False,1.0,1,False,4,0,3,67
350,False,0.0,0,False,4,8,3,45
351,False,1.0,0,False,4,6,1,13
352,False,1.0,0,False,2,0,1,32
353,False,3.0,0,False,1,0,1,299
354,False,1.0,0,False,4,11,4,363
355,False,0.0,0,False,4,0,1,33
356,False,1.0,0,False,3,5,4,38
357,False,0.0,1,False,1,11,1,83
358,False,1.0,0,False,4,8,3,31
359,False,1.0,1,False,4,0,3,122
360,False,0.0,0,False,3,4,3,22
361,False,0.0,0,False,1,5,3,1
362,False,0.0,0,False,2,0,4,38
363,False,0.0,0,False,3,0,3,72
364,True,0.0,0,False,0,11,1,1
365,False,0.0,0,False,3,9,3,179
366,False,0.0,0,False,2,8,1,95
367,True,0.0,0,False,0,0,1,3
368,False,0.0,1,False,1,5,3,30
369,False,1.0,0,False,4,10,1,100
370,False,0.0,0,False,3,8,4,29
371,False,1.0,1,False,2,12,4,60
372,False,0.0,0,False,1,6,4,3
373,False,0.0,0,False,2,0,4,14
374,False,1.0,1,False,2,8,1,18
375,False,1.0,0,False,3,8,3,23
376,False,0.0,1,False,1,0,4,18
377,False,0.0,1,False,2,5,4,73
378,False,0.0,0,False,4,8,3,60
379,False,0.0,0,False,2,0,1,14
380,False,0.0,1,False,2,6,3,10
381,False,0.0,0,False,0,0,1,14
382,False,0.0,0,False,3,8,5,13
383,False,0.0,0,False,1,8,1,81
384,False,0.0,1,False,2,8,3,32
385,False,0.0,0,False,4,11,3,59
386,True,0.0,0,False,0,5,1,16
387,False,1.0,0,False,3,11,3,33
388,False,0.0,0,False,2,11,4,21
389,False,0.0,0,False,3,0,3,13
390,False,1.0,1,False,2,0,3,38
391,False,1.0,0,False,1,0,4,20
392,False,0.0,0,False,4,4,4,80
393,False,1.0,0,False,4,5,3,7
394,False,0.0,0,False,4,0,4,55
395,False,1.0,0,False,2,8,3,45
396,False,1.0,0,False,4,0,3,8
397,False,0.0,0,False,1,6,1,71
398,False,0.0,0,False,3,8,4,51
399,False,0.0,0,False,1,4,4,5
400,False,0.0,0,False,2,11,4,21
401,False,0.0,0,False,2,8,3,20
402,False,0.0,0,False,3,0,3,22
403,False,0.0,0,False,1,12,1,25
404,False,1.0,0,False,2,4,1,39
405,False,1.0,0,False,2,5,1,31
406,False,1.0,0,False,2,11,1,41
407,False,1.0,1,False,2,5,3,28
408,False,0.0,0,False,4,0,3,70
409,False,1.0,0,False,2,8,1,88
410,False,0.0,0,False,3,0,3,39
411,False,0.0,0,False,1,6,3,64
412,False,0.0,0,False,3,8,4,59
413,False,0.0,0,False,3,13,3,67
414,False,0.0,0,False,1,10,3,26
415,False,1.0,0,False,2,8,3,64
416,False,0.0,0,False,4,5,3,16
417,False,1.0,1,False,4,11,3,35
418,False,0.0,0,False,3,0,4,24
419,False,0.0,0,False,2,8,3,18
420,False,1.0,0,False,2,8,4,11
421,False,3.0,0,False,3,0,3,31
422,False,1.0,0,False,4,11,3,67
423,False,1.0,1,False,4,8,3,68
424,False,1.0,0,False,2,12,3,79
425,False,0.0,0,False,3,0,4,50
426,False,0.0,0,False,2,8,4,16
427,False,0.0,0,False,2,6,1,10
428,False,0.0,0,False,4,0,1,70
429,False,1.0,1,False,2,11,3,11
430,False,1.0,0,False,4,0,3,114
431,False,0.0,0,False,1,0,3,25
432,False,1.0,0,False,1,8,3,48
433,False,1.0,1,False,2,11,3,81
434,False,0.0,0,False,1,0,3,50
435,False,3.0,0,False,3,6,1,14
436,False,1.0,0,False,2,5,1,46
437,False,0.0,0,False,1,0,4,1
438,False,0.0,0,False,2,5,1,102
439,False,0.0,0,False,2,8,4,58
440,True,0.0,0,False,0,5,4,3
441,False,1.0,1,False,1,5,3,61
442,False,0.0,0,False,3,8,3,22
443,False,0.0,1,False,1,8,1,22
444,False,3.0,0,False,1,6,3,16
445,False,0.0,0,False,1,8,1,40
446,False,0.0,0,False,1,0,1,22
447,False,3.0,0,False,2,6,3,51
448,True,0.0,0,False,0,0,1,1
449,False,1.0,0,False,2,0,1,31
450,False,1.0,0,False,4,0,3,61
451,True,0.0,0,False,0,6,1,45
452,False,0.0,0,False,0,6,1,9
453,False,0.0,0,False,3,8,3,38
454,False,0.0,1,False,2,8,3,50
455,False,1.0,0,False,4,5,3,24
456,False,0.0,0,False,2,0,1,43
457,True,0.0,0,True,0,0,3,40
458,False,0.0,0,False,2,0,1,4
459,False,1.0,0,False,3,11,4,17
460,False,1.0,0,False,3,0,3,62
461,False,0.0,0,False,2,11,3,4
462,False,0.0,1,False,2,8,1,39
463,True,0.0,0,False,0,6,1,2
464,False,1.0,0,False,2,5,3,39
465,False,0.0,0,False,4,0,4,9
466,False,1.0,0,False,4,6,4,38
467,False,1.0,0,False,4,11,3,77
468,False,3.0,1,False,4,11,4,67
469,False,0.0,0,False,1,11,3,61
470,False,1.0,0,False,4,0,1,11
471,False,0.0,0,False,2,0,3,5
472,False,0.0,0,False,3,0,4,50
473,False,0.0,0,False,2,0,4,0
474,False,0.0,0,False,1,5,3,6
475,False,1.0,0,False,3,0,1,1
476,False,1.0,1,False,3,11,4,10
477,False,0.0,0,False,1,5,1,26
478,False,0.0,0,False,3,0,4,26
479,False,0.0,0,False,4,6,3,43
480,False,0.0,0,False,1,5,1,18
481,False,0.0,0,False,1,11,1,40
482,False,0.0,0,False,1,0,1,31
483,False,0.0,1,False,1,12,1,35
484,False,0.0,0,False,1,0,1,2
485,False,0.0,0,False,1,0,4,3
486,False,0.0,0,False,3,0,3,25
487,True,0.0,0,False,0,6,1,6
488,False,0.0,0,False,2,8,3,22
489,False,1.0,0,False,2,6,3,46
490,False,0.0,0,False,2,6,3,35
491,False,0.0,0,False,4,6,3,27
492,False,0.0,0,False,2,5,1,26
493,False,1.0,0,False,4,0,4,23
494,True,0.0,0,False,0,0,1,1
495,False,0.0,0,False,1,8,1,6
496,False,0.0,1,False,2,8,1,3
497,False,1.0,0,False,3,8,3,449
498,False,1.0,0,False,4,11,4,342
499,True,0.0,0,False,0,0,1,1
500,True,4.0,0,False,2,0,3,16
501,True,4.0,0,False,1,0,3,17
502,False,1.0,1,False,2,8,4,12
503,True,0.0,0,False,0,6,3,23
504,False,0.0,1,False,3,0,4,17
505,False,0.0,0,False,2,4,3,10
506,False,0.0,0,False,2,6,1,26
507,False,0.0,1,False,1,5,4,55
508,False,1.0,1,False,4,11,3,141
509,False,0.0,0,False,4,5,3,29
510,False,0.0,0,False,2,11,1,37
511,False,0.0,0,False,3,5,3,52
512,False,0.0,0,False,1,5,3,4
513,False,0.0,0,False,2,0,3,40
514,False,0.0,0,False,2,11,3,123
515,False,0.0,0,False,2,0,3,17
516,False,0.0,0,False,4,6,3,29
517,False,0.0,1,False,2,5,3,54
518,False,1.0,1,False,4,11,3,82
519,False,1.0,0,False,4,11,3,95
520,False,1.0,0,False,2,0,4,43
521,False,0.0,0,False,3,11,4,109
522,False,1.0,1,False,4,11,1,28
523,False,1.0,0,False,3,8,3,23
524,False,1.0,0,False,4,8,3,59
525,False,1.0,1,False,3,8,3,54
526,False,1.0,0,False,4,11,1,167
527,False,1.0,0,False,4,8,4,113
528,False,1.0,0,False,4,8,3,81
529,False,1.0,0,False,3,8,4,6
530,False,0.0,0,False,3,6,3,28
531,False,0.0,0,False,4,4,1,72
532,False,1.0,0,False,4,4,4,129
533,False,0.0,1,False,4,11,3,51
534,False,0.0,0,False,2,10,4,38
535,False,0.0,0,False,4,4,3,56
536,False,1.0,0,False,1,8,3,20
537,False,0.0,1,False,4,8,3,36
538,False,1.0,0,False,4,11,3,162
539,False,1.0,0,False,0,6,5,50
540,False,0.0,0,False,4,8,4,182
541,False,3.0,0,False,2,11,3,5
542,False,0.0,0,False,2,6,3,4
543,False,0.0,0,False,3,6,3,27
544,False,1.0,0,False,4,11,4,125
545,True,0.0,0,False,0,0,1,2
546,False,1.0,0,False,4,11,3,97
547,False,0.0,1,False,3,5,4,23
548,False,0.0,0,False,3,5,4,32
549,False,1.0,0,False,2,8,3,340
550,False,0.0,0,False,2,4,3,29
551,False,1.0,0,False,4,11,3,112
552,True,1.0,0,False,0,5,3,10
553,False,1.0,1,False,2,5,1,25
554,False,0.0,0,False,4,5,3,81
555,False,0.0,1,False,1,6,3,124
556,True,0.0,0,False,3,6,1,2
557,False,1.0,0,False,1,11,3,71
558,False,1.0,1,False,3,8,4,28
559,False,1.0,0,False,4,5,4,43
560,False,1.0,0,False,4,11,3,98
561,False,1.0,1,False,1,5,1,49
562,False,1.0,0,False,4,8,4,0
563,False,1.0,0,False,4,5,1,107
564,False,0.0,0,False,3,8,4,18
565,False,1.0,1,False,3,6,4,45
566,False,1.0,0,False,3,8,4,48
567,False,1.0,0,False,3,10,3,70
568,True,0.0,0,False,0,8,1,1
569,True,0.0,0,False,2,6,1,1
570,False,0.0,0,False,1,8,3,41
571,False,0.0,0,False,2,5,3,23
572,True,0.0,1,False,2,11,3,0
573,False,1.0,0,False,4,8,4,76
574,False,0.0,0,False,4,6,3,20
575,False,0.0,1,False,2,8,3,84
576,False,1.0,1,False,1,8,3,89
577,False,0.0,0,False,2,8,4,17
578,False,3.0,0,False,4,11,1,23
579,False,0.0,1,False,3,6,4,37
580,False,0.0,0,False,4,6,3,11
581,False,0.0,0,False,4,8,1,65
582,False,0.0,0,False,3,12,3,7
583,False,0.0,0,False,1,6,1,38
584,False,0.0,0,False,4,8,1,147
585,False,1.0,0,False,3,0,4,50
586,False,0.0,0,False,4,8,4,77
587,False,1.0,0,False,4,5,3,34
588,False,1.0,0,False,3,8,3,56
589,False,0.0,0,False,4,11,1,76
590,False,0.0,0,False,3,12,4,35
591,False,1.0,0,False,4,6,3,31
592,False,0.0,0,False,4,11,3,26
593,False,0.0,0,False,2,4,1,4
594,False,1.0,0,False,3,8,3,42
595,False,0.0,0,False,2,6,1,8
596,False,1.0,0,False,2,6,3,34
597,False,1.0,0,False,1,8,3,49
598,True,0.0,0,False,0,0,1,1
599,True,0.0,0,False,0,6,1,3
600,False,1.0,1,False,2,8,4,70
601,False,1.0,0,False,4,5,3,103
602,True,0.0,0,False,0,4,1,5
603,True,0.0,0,False,3,6,1,0
604,True,0.0,0,False,3,8,1,16
605,False,0.0,0,False,2,6,3,27
606,False,1.0,1,False,4,5,3,16
607,False,1.0,0,False,4,8,4,49
608,True,0.0,0,False,0,0,1,1
609,False,1.0,0,False,1,4,4,22
610,True,0.0,0,False,0,0,1,1
611,False,1.0,1,False,4,6,4,21
612,False,0.0,0,False,0,8,1,97
613,False,0.0,0,False,0,0,4,23
614,False,3.0,1,False,3,8,4,53
615,False,1.0,0,False,2,0,3,28
616,False,0.0,0,False,1,11,1,13
617,False,0.0,0,False,4,5,1,43
618,False,1.0,0,False,3,12,3,2
619,False,1.0,0,False,1,8,3,64
620,False,1.0,0,False,2,0,3,42
621,True,0.0,0,False,4,11,1,2
622,False,1.0,0,False,4,11,3,67
623,True,0.0,0,False,2,0,1,6
624,False,1.0,0,False,4,0,3,97
625,False,1.0,1,False,2,6,3,39
626,False,1.0,0,False,3,5,3,59
627,True,0.0,0,False,4,4,3,1
628,False,1.0,1,False,3,8,4,37
629,False,0.0,0,False,1,10,3,129
630,False,1.0,0,False,4,11,3,127
631,False,0.0,0,False,4,8,4,1
632,False,0.0,0,False,0,8,3,77
633,False,1.0,0,False,3,6,3,116
634,True,0.0,0,False,2,6,3,0
635,False,0.0,0,False,3,5,3,20
636,False,0.0,1,False,3,6,4,73
637,False,0.0,0,False,4,5,1,30
638,True,0.0,0,False,4,0,3,0
639,False,1.0,0,False,4,8,4,33
640,False,0.0,0,False,1,8,3,25
641,False,0.0,1,False,1,8,3,72
642,False,1.0,0,False,4,11,4,164
643,False,0.0,0,False,4,12,3,30
644,False,0.0,0,False,2,0,1,17
645,False,0.0,0,False,4,0,3,18
646,False,0.0,0,False,1,0,4,14
647,False,0.0,0,False,1,12,3,20
648,False,0.0,0,False,2,5,4,142
649,False,0.0,0,False,4,5,3,50
650,True,0.0,0,False,3,4,1,4
651,True,0.0,0,False,3,5,1,1
652,False,1.0,0,False,2,0,3,16
653,False,0.0,0,False,1,4,4,29
654,False,0.0,0,False,3,4,1,32
655,False,0.0,0,False,1,5,4,7
656,False,0.0,0,False,3,8,3,29
657,True,0.0,0,False,0,4,1,9
658,False,1.0,1,False,3,8,3,152
659,False,0.0,0,False,4,12,3,55
660,False,1.0,0,False,4,8,3,104
661,False,1.0,0,False,3,8,3,28
662,False,1.0,0,False,4,11,4,97
663,False,1.0,0,False,4,13,3,94
664,False,1.0,0,False,4,8,1,33
665,False,0.0,0,False,3,0,3,31
666,False,0.0,0,False,2,5,3,38
667,False,0.0,0,False,3,11,4,33
668,False,1.0,0,False,3,13,3,51
669,False,3.0,0,False,3,11,1,55
670,False,0.0,0,False,0,6,3,17
671,False,1.0,0,False,3,11,4,126
672,False,1.0,0,False,2,8,3,37
673,False,0.0,1,False,4,6,3,63
674,False,0.0,0,False,4,8,1,260
675,False,1.0,0,False,4,12,3,171
676,False,0.0,0,False,4,0,4,31
677,False,0.0,0,False,3,10,3,311
678,False,0.0,0,False,2,6,3,30
679,False,3.0,0,False,4,0,3,44
680,False,1.0,0,False,4,11,4,142
681,False,1.0,0,False,2,11,4,66
682,False,1.0,0,False,1,7,3,55
683,False,1.0,0,False,2,11,3,162
684,False,1.0,0,False,2,6,1,28
685,False,0.0,0,False,1,12,3,43
686,False,1.0,0,False,4,11,3,30
687,True,0.0,0,False,0,0,1,2
688,False,0.0,1,False,4,6,1,108
689,False,1.0,0,False,4,11,3,310
690,False,1.0,0,False,4,5,3,44
691,False,0.0,0,False,4,11,3,56
692,False,1.0,0,False,3,8,3,68
693,False,1.0,1,False,4,5,4,122
694,False,1.0,1,False,1,8,3,100
